,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
8549,RO10084328PO100135821,TO3,TO3,Tanzania,RO10084328,PO10013582,PO10013582,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Emergency Oral Contraceptives,Oral Contraceptives,100135AAA06G14L,"Levonorgestrel 1.5 mg Tablet, 1 Tablet                                                                                          ",PKG,Tablet,1.0,,,,KGM             ,317MISSION,,,,,N,Mylan Laboratories Limited,"Plot No. 20 + 21, Pharmez, Ahmedabad, India",IN,Mylan laboratories Limited,India,FCA,DAP,0.32,0.32,250000.0,80000.0,250000.0,0.0,80000.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-2.0,1.0,2,Delivered - On Time,2020-08-21,2020,2020-08,2020,2020-Q4,2020-12-28,2020,2020-12,2021,2021-Q1,2019-11-15,2019,2019-11,2020,2020-Q1,2020-07-31,2020,2020-07,2020,2020-Q4,2020-07-14,2020,2020-07,2020,2020 Q4,2020-12-26,2020,2020-12,2021,2021-Q1,,,,2019-12-04,2019-12-05,2019-12-06,2020-02-20,2020,2020-02,2020,2020-Q2,2020-05-10,2020-05-21,2020-03-06,,2020-05-27,2020-06-08,2020-06-08,2020-12-26,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,76.0,91.0,6.0,213.0,,AD050,"ADD was 8/20. order tracking on time, waiver requested 6/4. But since March stakeholders 've been working to clear cargo w/o VAT, 6% customs, .25% TMDA fee. Solution of TMARC paying proposed 8/10, pending their feedback. ADD is aligned w/ actual delivery",AGREED_DELIVERY_DATE,-365.0
8770,RO10088244RO10088244_111,TO3,TO3,Congo DRC,RO10088244,RO10088244_1,RO10088244,11,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,15840.0,4118.4,15840.0,0.0,4118.4,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-12-25,2020,2020-12,2021,2021-Q1,2020-12-08,2020,2020-12,2021,2021-Q1,2020-01-17,2020,2020-01,2020,2020-Q2,2020-12-01,2020,2020-12,2021,2021-Q1,2020-09-06,2020,2020-09,2020,2020 Q4,2020-12-08,2020,2020-12,2021,2021-Q1,,,,2020-03-13,2020-03-13,2020-03-20,2020-05-12,2020,2020-05,2020,2020-Q3,2020-05-15,,2020-06-25,,2020-07-09,2020-07-20,2020-07-20,2020-12-08,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.0,53.0,44.0,14.0,152.0,,AD012,"RDD was 12/1; original ADD was 12/25. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-17.0
8939,RO10088245PO100144051,TO3,TO3,Congo DRC,RO10088245,PO10014405,PO10014405,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,2088.0,17748.0,2088.0,0.0,17748.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021,2021-04,2021,2021-Q3,2021-01-29,2021,2021-01,2021,2021-Q2,2020-01-17,2020,2020-01,2020,2020-Q2,2020-04-01,2020,2020-04,2020,2020-Q3,2020-10-31,2020,2020-10,2021,2021 Q1,2021-01-29,2021,2021-01,2021,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020,2020-04,2020,2020-Q3,2020-08-14,2020-07-28,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-29,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,118.0,31.0,154.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-62.0
9301,RO10109123RO10109123_12,TO3,TO3,Malawi,RO10109123,RO10109123_1,RO10109123,2,Shipment Delivered,GSC,Distribution Order,RDC,Air,Copper-Bearing Intrauterine Devices,Intrauterine Devices ,100124TYR01S02L,"Copper TCu380A Intrauterine Device, 1 Each                                                                                      ",PCS,Each,1.0,0.00021,CBM,0.02485,KGM             ,317MISSION,,,,,N,Pregna International Ltd.,"13 Suryoday Estate, 136 Tardeo Road, Mumbai, India",IN,Pregna International Ltd.,Belgium,,DDP,0.35,0.35,2700.0,945.0,2700.0,0.0,945.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-12-01,2020,2020-12,2021,2021-Q1,2021-01-20,2021,2021-01,2021,2021-Q2,2020-08-31,2020,2020-08,2020,2020-Q4,2020-12-01,2020,2020-12,2021,2021-Q1,2021-01-08,2021,2021-01,2021,2021 Q2,2021-01-20,2021,2021-01,2021,2021-Q2,,,,2020-10-14,2020-10-16,2020-10-16,2020-10-27,2020,2020-10,2021,2021-Q1,2020-10-30,,2020-11-02,,2021-01-04,2021-01-06,2021-01-06,2021-01-20,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,11.0,6.0,63.0,16.0,,AD050,"ADD was 12/1, and RO was tracking ontime, but waiver ldtime was increased due to latest Gvnt changes in requirts, turnover at MOH w/ new staff, increased # of orders, non-pharma requiring now actual waiver, COVID-19 restrictions.",AGREED_DELIVERY_DATE,-28489.0
9364,RO10074144RO10074144_12,TO3,TO3,Senegal,RO10074144,RO10074144_1,RO10074144,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Implantable Contraceptives,Contraceptive Implants,100130GYV01S08P,"Levonorgestrel 75 mg/Rod w/ Trocar, 5 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,0.00014199999999999998,CBM,0.0217,KGM             ,317MISSION,,,,,N,Bayer Schering Pharma Oy,"Pansiontie 47, FI-20210, Turku, Finland",FI,Bayer AG,Belgium,,DDP,8.5,8.5,142400.0,1210400.0,142400.0,0.0,1210400.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-2.0,1.0,2,Delivered - On Time,2020-10-26,2020,2020-10,2021,2021-Q1,2020-10-01,2020,2020-10,2021,2021-Q1,2019-04-09,2019,2019-04,2019,2019-Q3,2020-09-30,2020,2020-09,2020,2020-Q4,2020-09-18,2020,2020-09,2020,2020 Q4,2020-09-29,2020,2020-09,2020,2020-Q4,,,2020-05-28,2020-02-05,2020-02-05,2020-07-06,2020-07-23,2020,2020-07,2020,2020-Q4,2020-07-28,,2020-07-29,,2020-08-18,2020-08-24,2020-08-24,2020-09-29,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,152.0,17.0,6.0,20.0,42.0,,AD012,"RDD is 9/31, original ADD was 10/26.
the importation waivers were received more quickly than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-25.0
9676,RO10082137RO10082137_519,TO3,TO3,Congo DRC,RO10082137,RO10082137_5,RO10082137,19,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,6000.0,5280.0,6000.0,0.0,5280.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-3.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-03-12,2020,2020-03,2020,2020-Q2,2019-09-10,2019,2019-09,2019,2019-Q4,2019-12-31,2019,2019-12,2020,2020-Q1,2020-02-15,2020,2020-02,2020,2020 Q2,2020-03-09,2020,2020-03,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019,2019-10,2020,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-09,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,32.0,,AD012,"""RDD was 12/31/2019, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
9996,RO10102384RO10102384_23,TO3,TO3,Senegal,RO10102384,RO10102384_2,RO10102384,3,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,153600.0,135168.0,153600.0,0.0,135168.0,,Y,N,Y,Y,Not On Time In Full,On Time In Full,On Time In Full,Between 8 and 30,8.0,1.0,2,Delivered - Late,2021-02-08,2021,2021-02,2021,2021-Q2,2021-02-08,2021,2021-02,2021,2021-Q2,2020-06-09,2020,2020-06,2020,2020-Q3,2020-12-31,2020,2020-12,2021,2021-Q1,2021-02-14,2021,2021-02,2021,2021 Q2,2021-02-16,2021,2021-02,2021,2021-Q2,,,2020-09-23,2020-11-04,2020-11-09,2020-11-09,2020-12-30,2020,2020-12,2021,2021-Q1,2021-01-04,,2021-01-04,,2021-02-10,2021-02-13,2021-02-13,2021-02-16,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,51.0,5.0,37.0,6.0,,,,,
10393,RO10081310RO10081310_23,TO3,TO3,Nepal,RO10081310,RO10081310_2,RO10081310,3,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DDP,0.88,0.88,448800.0,394944.0,448800.0,0.0,394944.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-11-06,2020,2020-11,2021,2021-Q1,2020-12-04,2020,2020-12,2021,2021-Q1,2019-12-12,2019,2019-12,2020,2020-Q1,2020-07-01,2020,2020-07,2020,2020-Q4,2020-10-21,2020,2020-10,2021,2021 Q1,2020-12-04,2020,2020-12,2021,2021-Q1,2019-12-12,,2019-12-12,2020-01-23,2020-07-17,2020-07-17,2020-07-17,2020,2020-07,2020,2020-Q4,2020-08-20,,2020-08-21,,2020-09-10,2020-09-14,2020-09-14,2020-12-04,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,35.0,20.0,85.0,,AD070,Impacted by covid-19 logistics: waiver leadtime took longer than usual as the team who processes waivers at the embassy was under quarantine so unable to process any. ADD is therefore aligned with actual delivery.,AGREED_DELIVERY_DATE,28.0
10671,RO10076140PO100117142,TO3,TO1,Afghanistan,RO10076140,PO10011714,PO10011714,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Condoms,Male Condoms,104028XXA0DA01X,"Male Condom (Latex) Lubricated, Asodagi, 53 mm, 4 Pcs/Wallet, 15 Wallet/Disp, 3000 Pieces                                       ",CAS,Piece,3000.0,,,,KGM             ,317MISSION,,,,,Y,Suretex Limited,"31/1 Moo 4, Tambon Khao Hua Kwai, Amphur Phunphin, Surathani, Thailand 84130",TH,Suretex Limited,Thailand,FCA,DAP,142.98,142.98,687.0,98227.26,687.0,0.0,98227.26,,Y,N,N,N,Not On Time In Full,Not On Time In Full,Not On Time In Full,>30,165.0,1.0,2,Delivered - Late,2020-01-22,2020,2020-01,2020,2020-Q2,2020-01-22,2020,2020-01,2020,2020-Q2,2019-05-01,2019,2019-05,2019,2019-Q3,2019-05-30,2019,2019-05,2019,2019-Q3,2020-06-30,2020,2020-06,2020,2020 Q3,2020-07-05,2020,2020-07,2020,2020-Q4,,,,2019-05-13,2019-05-15,2019-05-15,2019-10-14,2019,2019-10,2020,2020-Q1,2019-09-17,2019-10-30,2019-12-04,,2019-12-18,2019-12-21,2019-12-21,2020-07-05,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,152.0,16.0,49.0,200.0,,,,,
10719,RO10088160RO10088160_15,TO3,TO3,Uganda,RO10088160,RO10088160_1,RO10088160,5,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DDP,0.26,0.26,529200.0,137592.0,529200.0,0.0,137592.0,,Y,N,N,Y,Not On Time In Full,Not On Time In Full,On Time In Full,Between 8 and 30,17.0,1.0,2,Delivered - Late,2020-10-31,2020,2020-10,2021,2021-Q1,2020-10-31,2020,2020-10,2021,2021-Q1,2020-01-08,2020,2020-01,2020,2020-Q2,2020-10-31,2020,2020-10,2021,2021-Q1,2020-10-31,2020,2020-10,2021,2021 Q1,2020-11-17,2020,2020-11,2021,2021-Q1,,2020-02-03,,2020-03-11,2020-03-13,2020-03-13,2020-08-27,2020,2020-08,2020,2020-Q4,2020-09-01,,2020-09-01,,2020-09-17,2020-09-20,2020-09-20,2020-11-17,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,39.0,0.0,167.0,5.0,16.0,61.0,,,,,
12025,RO10102190PO100160963,TO3,TO3,Ghana,RO10102190,PO10016096,PO10016096,3,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOC09W04C,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle                                          ",UNT,Cycle,1.0,0.0,CBM,0.02136,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Germany,FCA,DDP,0.26,0.26,849600.0,220896.0,849600.0,0.0,220896.0,,Y,N,N,N,Not On Time In Full,Not On Time In Full,Not On Time In Full,>30,51.0,1.0,2,Delivered - Late,2020-10-05,2020,2020-10,2021,2021-Q1,2020-10-05,2020,2020-10,2021,2021-Q1,2020-06-03,2020,2020-06,2020,2020-Q3,2020-08-31,2020,2020-08,2020,2020-Q4,2020-10-09,2020,2020-10,2021,2021 Q1,2020-11-25,2020,2020-11,2021,2021-Q1,,,2020-06-04,2020-06-19,2020-06-24,2020-07-13,2020-08-05,2020,2020-08,2020,2020-Q4,2020-07-31,2020-07-31,2020-08-05,,2020-09-10,2020-09-13,2020-09-13,2020-11-25,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,19.0,23.0,-5.0,41.0,76.0,,,,,
12500,RO10082138RO10082138_1112,TO3,TO3,Congo DRC,RO10082138,RO10082138_11,RO10082138,12,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,12240.0,3672.0,12240.0,0.0,3672.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-03-05,2020,2020-03,2020,2020-Q2,2019-09-10,2019,2019-09,2019,2019-Q4,2020-03-31,2020,2020-03,2020,2020-Q2,2020-02-15,2020,2020-02,2020,2020 Q2,2020-03-05,2020,2020-03,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019,2019-10,2020,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-05,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,23.0,,AD012,"RDD is 3/31, ADD was 4/28; the waiver was received earlier than expected so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-54.0
12581,RO10088250PO100142231,TO3,TO3,Congo DRC,RO10088250,PO10014223,PO10014223,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,KGM             ,317MISSION,,,,,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,4000.0,27600.0,4000.0,0.0,27600.0,,Y,N,N,Y,Not On Time In Full,Not On Time In Full,On Time In Full,Between 8 and 30,25.0,1.0,2,Delivered - Late,2021-01-14,2021,2021-01,2021,2021-Q2,2021-01-14,2021,2021-01,2021,2021-Q2,2020-01-17,2020,2020-01,2020,2020-Q2,2020-11-30,2020,2020-11,2021,2021-Q1,2020-10-28,2020,2020-10,2021,2021 Q1,2021-02-08,2021,2021-02,2021,2021-Q2,,,2020-02-10,2020-02-26,2020-02-26,2020-02-27,2020-03-26,2020,2020-03,2020,2020-Q2,2020-07-02,2020-07-01,2020-07-21,,2020-08-06,2020-08-10,2020-08-10,2021-02-08,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,28.0,97.0,36.0,186.0,,SD000,AGAD added., ,
12587,RO10082138RO10082138_1516,TO3,TO3,Congo DRC,RO10082138,RO10082138_15,RO10082138,16,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,4320.0,1296.0,4320.0,0.0,1296.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-03-06,2020,2020-03,2020,2020-Q2,2019-09-10,2019,2019-09,2019,2019-Q4,2020-03-31,2020,2020-03,2020,2020-Q2,2020-02-15,2020,2020-02,2020,2020 Q2,2020-03-06,2020,2020-03,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019,2019-10,2020,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-06,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,24.0,,AD012,"RDD is 3/31, ADD was 4/28; the waiver was received earlier than expected so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-53.0
12895,RO10081310RO10081310_34,TO3,TO3,Nepal,RO10081310,RO10081310_3,RO10081310,4,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DDP,0.88,0.88,211200.0,185856.0,211200.0,0.0,185856.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-11-06,2020,2020-11,2021,2021-Q1,2020-11-23,2020,2020-11,2021,2021-Q1,2019-12-12,2019,2019-12,2020,2020-Q1,2020-07-01,2020,2020-07,2020,2020-Q4,2020-11-06,2020,2020-11,2021,2021 Q1,2020-11-23,2020,2020-11,2021,2021-Q1,2019-12-12,,2019-12-12,2020-01-23,2020-07-17,2020-07-17,2020-08-21,2020,2020-08,2020,2020-Q4,2020-08-25,,2020-08-25,,2020-10-28,2020-11-03,2020-11-03,2020-11-23,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,35.0,4.0,64.0,26.0,,AD070,Impacted by covid-19 logistics: waiver leadtime took longer than usual as the team who processes waivers at the embassy was under quarantine so unable to process any. ADD is therefore aligned with actual delivery.,AGREED_DELIVERY_DATE,17.0
13252,RO10082138RO10082138_1211,TO3,TO3,Congo DRC,RO10082138,RO10082138_12,RO10082138,11,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,8640.0,2592.0,8640.0,0.0,2592.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-2.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-03-12,2020,2020-03,2020,2020-Q2,2019-09-10,2019,2019-09,2019,2019-Q4,2020-03-31,2020,2020-03,2020,2020-Q2,2020-02-15,2020,2020-02,2020,2020 Q2,2020-03-10,2020,2020-03,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019,2019-10,2020,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-10,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,28.0,,AD012,"""RDD was 3/31/2020, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
