,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
13989,RO10082136RO10082136_719,TO3,TO3,Congo DRC,RO10082136,RO10082136_7,RO10082136,19,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100031GNE06D03X,"Depot (SC) Medroxyprogesterone Acetate 104 mg/0.65 mL, Pre-Filled Uniject Device, 1 Syringe                                     ",UNT,Syringe,1.0,7.5e-05,CBM,0.00521,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.85,0.85,30000.0,25500.0,30000.0,0.0,25500.0,7649.19,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-07-22,2020,2020-07,2020,2020-Q4,2020-04-09,2020,2020-04,2020,2020-Q3,2019-09-10,2019,2019-09,2019,2019-Q4,2019-12-31,2019,2019-12,2020,2020-Q1,2020-03-06,2020,2020-03,2020,2020 Q2,2020-04-09,2020,2020-04,2020,2020-Q3,,,2019-10-08,2019-10-11,2019-10-11,2019-10-16,2019-12-03,2019,2019-12,2020,2020-Q1,2019-12-09,,2019-12-05,,2020-02-26,2020-02-27,2020-02-27,2020-04-09,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,48.0,2.0,83.0,43.0,,AD012,"""RDD is 12/31/2019, original ADD was 7/22/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-104.0
14202,RO10081223RO10081223_19,TO3,TO3,Ghana,RO10081223,RO10081223_1,RO10081223,9,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Implantable Contraceptives,Contraceptive Implants,100130GYV01S08P,"Levonorgestrel 75 mg/Rod w/ Trocar, 5 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,0.00014199999999999998,CBM,0.0217,KGM             ,317MISSION,,,,,N,Bayer Schering Pharma Oy,"Pansiontie 47, FI-20210, Turku, Finland",FI,Bayer AG,Belgium,,DDP,8.5,8.5,21000.0,178500.0,21000.0,0.0,178500.0,3360.68,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-3.0,1.0,2,Delivered - On Time,2020-02-21,2020,2020-02,2020,2020-Q2,2020-02-21,2020,2020-02,2020,2020-Q2,2019-05-20,2019,2019-05,2019,2019-Q3,2020-01-16,2020,2020-01,2020,2020-Q2,2020-02-12,2020,2020-02,2020,2020 Q2,2020-02-18,2020,2020-02,2020,2020-Q2,2019-09-25,,,2019-10-08,2019-10-25,2019-10-25,2019-11-19,2019,2019-11,2020,2020-Q1,2019-11-25,,2019-11-20,,2019-12-13,2019-12-18,2019-12-18,2020-02-18,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,30.0,0.0,25.0,1.0,23.0,67.0,,,,,
14227,RO10084231RO10084231_12,TO3,TO3,Tanzania,RO10084231,RO10084231_1,RO10084231,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,198720.0,59616.0,198720.0,0.0,59616.0,15531.35,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-5.0,1.0,2,Delivered - On Time,2020-05-31,2020,2020-05,2020,2020-Q3,2020-05-31,2020,2020-05,2020,2020-Q3,2019-11-01,2019,2019-11,2020,2020-Q1,2020-05-31,2020,2020-05,2020,2020-Q3,2020-05-12,2020,2020-05,2020,2020 Q3,2020-05-26,2020,2020-05,2020,2020-Q3,,,,2019-11-08,2019-11-12,2019-11-14,2020-03-09,2020,2020-03,2020,2020-Q2,2020-03-13,,2020-03-17,,2020-03-23,2020-03-24,2020-03-24,2020-05-26,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,116.0,8.0,6.0,64.0,,AD998,"erroneously changed the ADD of this RO line by mixing two RO #, therefore resetting the ADD to its original date of 5/31",AGREED_DELIVERY_DATE,16.0
14450,RO10083206RO10083206_12,TO3,TO3,Liberia,RO10083206,RO10083206_1,RO10083206,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100031GNE06D03X,"Depot (SC) Medroxyprogesterone Acetate 104 mg/0.65 mL, Pre-Filled Uniject Device, 1 Syringe                                     ",UNT,Syringe,1.0,7.5e-05,CBM,0.00521,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.85,0.85,183000.0,155550.0,183000.0,0.0,155550.0,11018.95,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-1.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-04-28,2020,2020-04,2020,2020-Q3,2019-10-02,2019,2019-10,2020,2020-Q1,2020-03-31,2020,2020-03,2020,2020-Q2,2020-04-14,2020,2020-04,2020,2020 Q3,2020-04-27,2020,2020-04,2020,2020-Q3,,2019-10-02,,2019-11-18,2019-11-25,2019-11-26,2020-02-06,2020,2020-02,2020,2020-Q2,2020-02-11,,2020-02-12,,2020-03-13,2020-03-21,2020-03-21,2020-04-27,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,72.0,6.0,30.0,45.0,,,,,
14798,RO10091273RO10091273_14,TO3,TO3,Ghana,RO10091273,RO10091273_1,RO10091273,4,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,Y,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DDP,0.88,0.88,1400000.0,1232000.0,1400000.0,0.0,1232000.0,41733.08,Y,N,N,Y,Not On Time In Full,Not On Time In Full,On Time In Full,Between 8 and 30,27.0,1.0,2,Delivered - Late,2020-07-16,2020,2020-07,2020,2020-Q4,2020-07-16,2020,2020-07,2020,2020-Q4,2020-03-20,2020,2020-03,2020,2020-Q2,2020-03-31,2020,2020-03,2020,2020-Q2,2020-07-20,2020,2020-07,2020,2020 Q4,2020-08-12,2020,2020-08,2020,2020-Q4,,,,2020-03-31,2020-03-31,2020-04-23,2020-04-24,2020,2020-04,2020,2020-Q3,2020-04-30,,2020-04-30,,2020-06-15,2020-06-20,2020-06-20,2020-08-12,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,23.0,1.0,6.0,46.0,58.0,,,,,
14841,RO10090221PO100162872,TO3,TO3,Bangladesh,RO10090221,PO10016287,PO10016287,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,5e-05,CBM,0.0125,KGM             ,317MISSION,,,,,N,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,0.53,0.53,301320.0,159699.6,301320.0,0.0,159699.6,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-8.0,1.0,2,Delivered - On Time,2020-11-03,2020,2020-11,2021,2021-Q1,2020-11-03,2020,2020-11,2021,2021-Q1,2020-02-27,2020,2020-02,2020,2020-Q2,2020-09-25,2020,2020-09,2020,2020-Q4,2020-10-15,2020,2020-10,2021,2021 Q1,2020-10-26,2020,2020-10,2021,2021-Q1,,,,2020-07-24,2020-07-27,2020-07-28,2020-08-21,2020,2020-08,2020,2020-Q4,2020-10-15,,,,,2020-11-13,,,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,24.0,,,,,SD000,No delay,ESTIMATED_DELIVERY_DATE,
14888,RO10074142RO10074142_12,TO3,TO3,Senegal,RO10074142,RO10074142_1,RO10074142,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DDP,0.88,0.88,485200.0,426976.0,485200.0,0.0,426976.0,10333.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-08-19,2020,2020-08,2020,2020-Q4,2020-06-24,2020,2020-06,2020,2020-Q3,2019-04-09,2019,2019-04,2019,2019-Q3,2020-06-30,2020,2020-06,2020,2020-Q3,2020-06-19,2020,2020-06,2020,2020 Q3,2020-06-24,2020,2020-06,2020,2020-Q3,,,,2020-05-04,2020-05-06,2020-05-06,2020-05-06,2020,2020-05,2020,2020-Q3,2020-05-12,,2020-05-11,,2020-05-29,2020-06-05,2020-06-05,2020-06-24,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.0,18.0,26.0,,AD012,"Fresh Depo no longer produced by Pfizer, and stock at the RDC had a reduced shelflife. Country s approval to receive the available lots and for PSM to expedite the shipment was received.",AGREED_DELIVERY_DATE,-56.0
15774,RO10090207RO10090207_919,TO3,TO3,Congo DRC,RO10090207,RO10090207_9,RO10090207,19,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,16000.0,14080.0,16000.0,0.0,14080.0,1830.87,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-10-12,2020,2020-10,2021,2021-Q1,2020-09-16,2020,2020-09,2020,2020-Q4,2020-03-10,2020,2020-03,2020,2020-Q2,2020-04-01,2020,2020-04,2020,2020-Q3,2020-08-19,2020,2020-08,2020,2020 Q4,2020-09-16,2020,2020-09,2020,2020-Q4,,,,2020-03-18,2020-03-18,2020-03-23,2020-04-22,2020,2020-04,2020,2020-Q3,2020-04-29,,2020-06-22,,2020-06-30,2020-07-05,2020-07-05,2020-09-16,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,30.0,61.0,8.0,78.0,,AD012,"""RDD is 4/1/2020, original ADD was 10/12/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD""",AGREED_DELIVERY_DATE,-26.0
15797,RO10088244RO10088244_919,TO3,TO3,Congo DRC,RO10088244,RO10088244_9,RO10088244,19,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,12960.0,3369.6,12960.0,0.0,3369.6,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-12-25,2020,2020-12,2021,2021-Q1,2020-12-04,2020,2020-12,2021,2021-Q1,2020-01-17,2020,2020-01,2020,2020-Q2,2020-12-01,2020,2020-12,2021,2021-Q1,2020-09-06,2020,2020-09,2020,2020 Q4,2020-12-04,2020,2020-12,2021,2021-Q1,,,,2020-03-13,2020-03-13,2020-03-20,2020-05-12,2020,2020-05,2020,2020-Q3,2020-05-15,,2020-06-25,,2020-07-09,2020-07-20,2020-07-20,2020-12-04,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.0,53.0,44.0,14.0,148.0,,AD012,"RDD was 12/1; original ADD was 12/25. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-21.0
15954,RO10076182RO10076182_12,TO3,TO3,Uganda,RO10076182,RO10076182_1,RO10076182,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04C,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,7.5e-05,CBM,0.01259,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,FCA,0.26,0.26,835200.0,217152.0,835200.0,0.0,217152.0,32276.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,3.0,1.0,2,Delivered - On Time,2020-02-18,2020,2020-02,2020,2020-Q2,2020-02-18,2020,2020-02,2020,2020-Q2,2019-05-08,2019,2019-05,2019,2019-Q3,2019-07-30,2019,2019-07,2019,2019-Q4,2020-01-25,2020,2020-01,2020,2020 Q2,2020-02-21,2020,2020-02,2020,2020-Q2,,,2019-05-13,2019-08-27,2019-08-27,2019-09-17,2019-11-15,2019,2019-11,2020,2020-Q1,2019-11-22,,2019-11-20,,2019-12-19,2019-12-24,2019-12-24,2020-02-21,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,21.0,59.0,5.0,29.0,64.0,,,,,
16030,RO10088157RO10088157_15,TO3,TO3,Uganda,RO10088157,RO10088157_1,RO10088157,5,Shipment Delivered,GSC,Distribution Order,RDC,Air,Implantable Contraceptives,Contraceptive Implants,100130GYV01S08P,"Levonorgestrel 75 mg/Rod w/ Trocar, 5 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,0.00014199999999999998,CBM,0.0217,KGM             ,317MISSION,,,,,N,Bayer Schering Pharma Oy,"Pansiontie 47, FI-20210, Turku, Finland",FI,Bayer AG,Belgium,,DDP,8.5,8.5,120100.0,1020850.0,120100.0,0.0,1020850.0,20330.2,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-07-31,2020,2020-07,2020,2020-Q4,2020-06-22,2020,2020-06,2020,2020-Q3,2020-01-08,2020,2020-01,2020,2020-Q2,2020-07-31,2020,2020-07,2020,2020-Q4,2020-06-15,2020,2020-06,2020,2020 Q3,2020-06-22,2020,2020-06,2020,2020-Q3,,2020-02-03,,2020-04-03,2020-04-03,2020-04-05,2020-04-24,2020,2020-04,2020,2020-Q3,2020-04-30,,2020-04-30,,2020-06-10,2020-06-12,2020-06-12,2020-06-22,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,60.0,2.0,19.0,6.0,41.0,12.0,,AD012,"Product was needed in country, and since stock was available, the cargo was pushed out earlier to avoid covid-19 related delays since Uganda has been heavily impacted from a logistics perspective.",AGREED_DELIVERY_DATE,-39.0
16262,RO10083321PO100129721,TO3,TO3,Uganda,RO10083321,PO10012972,PO10012972,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,Denmark,FCA,DDP,0.6825,0.7,760000.0,518700.0,760000.0,0.0,518700.0,24860.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-08,2020,2020-04,2020,2020-Q3,2020-01-31,2020,2020-01,2020,2020-Q2,2019-10-10,2019,2019-10,2020,2020-Q1,2020-01-31,2020,2020-01,2020,2020-Q2,2020-01-19,2020,2020-01,2020,2020 Q2,2020-01-31,2020,2020-01,2020,2020-Q2,,,,2019-10-15,2019-10-15,2019-10-16,2019-11-01,2019,2019-11,2020,2020-Q1,2019-12-06,,2019-12-06,,2019-12-31,2020-01-04,2020-01-04,2020-01-31,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,16.0,,,31.0,,AD012,"the initial ADD of 4/8 was driven by supply availability from the supplier and was accepted by the country. As the consumption accelerated, country requested an early delivery, and supply could be released earlier by the supplier.",AGREED_DELIVERY_DATE,-68.0
16771,RO10082149RO10082149_12,TO3,TO3,Nepal,RO10082149,RO10082149_1,RO10082149,2,Shipment Delivered,GSC,Distribution Order,RDC,Air,Implantable Contraceptives,Contraceptive Implants,100130GYV01S08P,"Levonorgestrel 75 mg/Rod w/ Trocar, 5 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,0.00014199999999999998,CBM,0.0217,KGM             ,317MISSION,,,,,N,Bayer Schering Pharma Oy,"Pansiontie 47, FI-20210, Turku, Finland",FI,Bayer AG,Belgium,,DDP,8.5,8.5,1000.0,8500.0,1000.0,0.0,8500.0,812.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-6.0,1.0,2,Delivered - On Time,2019-11-18,2019,2019-11,2020,2020-Q1,2019-11-18,2019,2019-11,2020,2020-Q1,2019-09-10,2019,2019-09,2019,2019-Q4,2019-11-16,2019,2019-11,2020,2020-Q1,2019-11-10,2019,2019-11,2020,2020 Q1,2019-11-12,2019,2019-11,2020,2020-Q1,2019-09-11,,,2019-09-16,2019-09-16,2019-09-16,2019-09-23,2019,2019-09,2019,2019-Q4,2019-09-27,,2019-10-02,,2019-11-06,2019-11-08,2019-11-08,2019-11-12,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,7.0,9.0,35.0,6.0,,,,,
16774,RO10082137RO10082137_825,TO3,TO3,Congo DRC,RO10082137,RO10082137_8,RO10082137,25,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,6000.0,5280.0,6000.0,0.0,5280.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-03-10,2020,2020-03,2020,2020-Q2,2019-09-10,2019,2019-09,2019,2019-Q4,2019-12-31,2019,2019-12,2020,2020-Q1,2020-02-15,2020,2020-02,2020,2020 Q2,2020-03-10,2020,2020-03,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019,2019-10,2020,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-10,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,33.0,,AD012,"""RDD was 12/31/2019, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-49.0
17063,RO10084208PO100136521,TO3,TO3,Ethiopia,RO10084208,PO10013652,PO10013652,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Standard Days Method,Standard Days Method,100122XXE01S01C,"Standard Days Method Color-Coded Plastic Beads, 1 Each                                                                          ",PCS,Each,1.0,,,,KGM             ,317MISSION,,,,,N,Cycle Technologies,"Welson Metal and Sanitary, Flat G 19/F Phase I, Superluck Industrial Building, 45-53 Sha Tsui Road, Tsuen Wan NT, Hong Kong",HK,Cycle Technologies,United States,FCA,DDP,1.47,1.47,17500.0,25725.0,17500.0,0.0,25725.0,10725.97,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-1.0,1.0,2,Delivered - On Time,2020-07-22,2020,2020-07,2020,2020-Q4,2020-06-10,2020,2020-06,2020,2020-Q3,2019-10-31,2019,2019-10,2020,2020-Q1,2020-01-31,2020,2020-01,2020,2020-Q2,2020-04-30,2020,2020-04,2020,2020 Q3,2020-06-09,2020,2020-06,2020,2020-Q3,,,2019-11-15,2019-12-11,2019-12-12,2019-12-18,2020-02-05,2020,2020-02,2020,2020-Q2,2020-04-20,,2020-04-20,,2020-04-26,2020-04-29,2020-04-29,2020-06-09,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,6.0,49.0,,,44.0,,AD012,"initial ADD of 7/22 was incorrectly moved to 5/21 by mistake by PS, is now aligned with actual delivery date as order was needed asap by country; mission was aware of early delivery as they were coordinating to avoid covid-19 delays",AGREED_DELIVERY_DATE,20.0
17097,RO10072109RO10072109_23,TO3,TO3,Nigeria,RO10072109,RO10072109_2,RO10072109,3,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,671200.0,590656.0,671200.0,0.0,590656.0,44397.28,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-1.5,2.0,2,Delivered - On Time,2020-05-18,2020,2020-05,2020,2020-Q3,2020-06-22,2020,2020-06,2020,2020-Q3,2019-03-18,2019,2019-03,2019,2019-Q2,2019-12-02,2019,2019-12,2020,2020-Q1,2020-05-18,2020,2020-05,2020,2020 Q3,2020-06-22,2020,2020-06,2020,2020-Q3,,2019-05-20,,2019-07-31,2019-08-05,2019-08-05,2020-02-28,2020,2020-02,2020,2020-Q2,2020-03-09,,2020-03-05,,2020-03-23,2020-03-27,2020-03-27,2020-06-22,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,77.0,0.0,207.0,6.0,18.0,91.0,,AD070,"In Dec 2019 a fire destroyed several cranes @ Apapa port. A few cranes now work but the created backlog is not resolved (June), causing delays of at least 40 d over the past months, amplified by covid-19.",AGREED_DELIVERY_DATE,1.0
