,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Country Registration Status,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
8547,RO10084329PO100137712,TO3,TO1,Tanzania,RO10084329,PO10013771,PO10013771,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Condoms,Male Condoms,103802XUZ0KD0AH,"Male Condom (Latex) Lubricated, Dume Classic, 53 mm, 3 Pcs/Wallet, 24 Wallet/Disp, 2592 Pieces                                  ",CAS,Piece,2592.0,,0.09,CBM,18.85,KGM             ,311MISSION,,,,189.0,N,Thai Nippon Rubber Industry Ltd.,"Factory 2 - Pinthong Industrial Estate, 789/139 Moo 1 Nonghkam, Sriracha, Chonbury, Thailand 20110",TH,Thai Nippon Rubber Industry Ltd.,Thailand,FCA,DAP,133.2,133.2,4244.0,565300.8,4244.0,0.0,565300.8,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-07-14,2020.0,2020-07,2020.0,2020-Q4,2020-12-28,2020.0,2020-12,2021.0,2021-Q1,2019-11-15,2019.0,2019-11,2020.0,2020-Q1,2020-01-31,2020.0,2020-01,2020.0,2020-Q2,2020-07-10,2020.0,2020-07,2020.0,2020 Q4,2020-12-28,2020.0,2020-12,2021.0,2021-Q1,,,,2020-01-06,2020-01-06,2020-01-07,2020-01-21,2020.0,2020-01,2020.0,2020-Q2,2020-03-30,2020-04-10,2020-04-16,,2020-04-30,2020-05-04,2020-05-04,2020-12-28,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,14.0,80.0,20.0,242.0,,AD050,"New process in TZ for TMARC, they must pay the difference of VAT % to deliver; awaiting POD payment from TMARC in order to clear and deliver",AGREED_DELIVERY_DATE,167.0
9022,RO10088245PO100144101,TO3,TO3,Congo DRC,RO10088245,PO10014410,PO10014410,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,385.0,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,2088.0,17748.0,2088.0,0.0,17748.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021.0,2021-04,2021.0,2021-Q3,2021-02-01,2021.0,2021-02,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-10-31,2020.0,2020-10,2021.0,2021 Q1,2021-02-01,2021.0,2021-02,2021.0,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-08-14,2020-07-20,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-02-01,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,110.0,39.0,157.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-59.0
9198,RO10088245PO100144111,TO3,TO3,Congo DRC,RO10088245,PO10014411,PO10014411,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,385.0,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,2448.0,20808.0,2448.0,0.0,20808.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021.0,2021-04,2021.0,2021-Q3,2021-01-19,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-10-31,2020.0,2020-10,2021.0,2021 Q1,2021-01-19,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-08-14,2020-07-20,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-19,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,110.0,39.0,144.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-72.0
9219,RO10088250PO100142221,TO3,TO3,Congo DRC,RO10088250,PO10014222,PO10014222,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,,KGM             ,317MISSION,,,,322.0,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,5000.0,34500.0,5000.0,0.0,34500.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-01-14,2021.0,2021-01,2021.0,2021-Q2,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-11-30,2020.0,2020-11,2021.0,2021-Q1,2020-10-28,2020.0,2020-10,2021.0,2021 Q1,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-10,2020-02-26,2020-02-26,2020-02-27,2020-03-26,2020.0,2020-03,2020.0,2020-Q2,2020-07-02,2020-07-01,2020-07-21,,2020-08-06,2020-08-10,2020-08-10,2021-01-22,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,28.0,97.0,36.0,169.0,,AD060,"original ADD 1/14. shipment arrived in DRC 10/28, importation waiver received 11/13, customs clearance done 12/11, so tracking on time. But new processes for customs clearance were implemented in Sept, resulting in delayed port release until 1/15.",AGREED_DELIVERY_DATE,8.0
9240,RO10084123PO100141311,TO3,TO3,Tanzania,RO10084123,PO10014131,PO10014131,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S04G,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,0.00038889,CBM,0.0625,KGM             ,317MISSION,,,,231.0,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DDP,8.5,8.5,133272.0,1132812.0,133272.0,0.0,1132812.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-10-08,2020.0,2020-10,2021.0,2021-Q1,2021-01-13,2021.0,2021-01,2021.0,2021-Q2,2019-10-22,2019.0,2019-10,2020.0,2020-Q1,2020-06-30,2020.0,2020-06,2020.0,2020-Q3,2020-12-04,2020.0,2020-12,2021.0,2021 Q1,2021-01-13,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-10,2020-02-12,2020-02-12,2020-02-20,2020-04-23,2020.0,2020-04,2020.0,2020-Q3,2020-10-16,2020-09-07,2020-09-14,,2020-10-01,2020-10-11,2020-10-11,2021-01-13,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,2.0,8.0,63.0,137.0,24.0,104.0,,AD012,"RDD is 10/8/2021, original ADD was 2/12/2021.
PSM could deliver closer to the RDD as Merck made supply earlier than expected.",AGREED_DELIVERY_DATE,-30.0
9504,RO10088245PO100144071,TO3,TO3,Congo DRC,RO10088245,PO10014407,PO10014407,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,385.0,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,2088.0,17748.0,2088.0,0.0,17748.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021.0,2021-04,2021.0,2021-Q3,2021-01-15,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-10-31,2020.0,2020-10,2021.0,2021 Q1,2021-01-15,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-08-14,2020-07-28,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-15,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,118.0,31.0,140.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-76.0
9803,RO10082161RO10082161_12,TO3,TO3,Mozambique,RO10082161,RO10082161_1,RO10082161,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,133.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,304560.0,91368.0,304560.0,0.0,91368.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2021-04-23,2021.0,2021-04,2021.0,2021-Q3,2019-09-11,2019.0,2019-09,2019.0,2019-Q4,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2021-04-14,2021.0,2021-04,2021.0,2021 Q3,2021-04-23,2021.0,2021-04,2021.0,2021-Q3,,,2019-09-19,2020-10-02,2020-10-07,2020-10-07,2021-01-08,2021.0,2021-01,2021.0,2021-Q2,2021-01-12,,2021-01-14,,2021-02-09,2021-02-17,2021-02-17,2021-04-23,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,93.0,6.0,26.0,73.0,,AD070,"This order was impacted by covid-19 (logistics), ADD is aligned with actual delivery date.",AGREED_DELIVERY_DATE,23.0
9893,RO10082138RO10082138_1414,TO3,TO3,Congo DRC,RO10082138,RO10082138_14,RO10082138,14,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,203.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,35280.0,10584.0,35280.0,0.0,10584.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-2.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-12,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-10,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-10,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,28.0,,AD012,"""RDD was 3/31/2020, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
10449,RO10095194RO10095194_12,TO3,TO3,Uganda,RO10095194,RO10095194_1,RO10095194,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,105.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DDP,0.26,0.26,429840.0,111758.4,429840.0,0.0,111758.4,,Y,N,Y,Y,Not On Time In Full,On Time In Full,On Time In Full,Between 8 and 30,12.0,1.0,2,Delivered - Late,2021-04-08,2021.0,2021-04,2021.0,2021-Q3,2021-04-08,2021.0,2021-04,2021.0,2021-Q3,2020-04-30,2020.0,2020-04,2020.0,2020-Q3,2021-01-31,2021.0,2021-01,2021.0,2021-Q2,2021-04-04,2021.0,2021-04,2021.0,2021 Q3,2021-04-20,2021.0,2021-04,2021.0,2021-Q3,2020-07-02,2020-07-02,,2020-12-21,2020-12-22,2020-12-24,2021-01-21,2021.0,2021-01,2021.0,2021-Q2,2021-01-25,,2021-01-28,,2021-02-25,2021-03-06,2021-03-06,2021-04-20,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,173.0,2.0,28.0,7.0,28.0,54.0,,,,,
10600,RO10082138RO10082138_1920,TO3,TO3,Congo DRC,RO10082138,RO10082138_19,RO10082138,20,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,203.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,22320.0,6696.0,22320.0,0.0,6696.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-12,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-12,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-12,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,30.0,,AD012,"""RDD was 12/31/2019, original ADD was 7/6/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
11002,RO10113230PO100177311,TO3,TO3,Mali,RO10113230,PO10017731,PO10017731,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Standard Days Method,Standard Days Method,100122XXE01S01C,"Standard Days Method Color-Coded Plastic Beads, 1 Each                                                                          ",PCS,Each,1.0,,,,,KGM             ,317MISSION,,,,168.0,N,Cycle Technologies,"Welson Metal and Sanitary, Flat G 19/F Phase I, Superluck Industrial Building, 45-53 Sha Tsui Road, Tsuen Wan NT, Hong Kong",HK,Cycle Technologies,United States,FCA,DDP,1.5,1.5,2000.0,3000.0,2000.0,0.0,3000.0,,Y,N,N,Y,Not On Time In Full,Not On Time In Full,On Time In Full,<-14,-24.0,1.0,2,Delivered - Early,2021-05-31,2021.0,2021-05,2021.0,2021-Q3,2021-05-31,2021.0,2021-05,2021.0,2021-Q3,2020-11-07,2020.0,2020-11,2021.0,2021-Q1,2021-05-31,2021.0,2021-05,2021.0,2021-Q3,2021-05-05,2021.0,2021-05,2021.0,2021 Q3,2021-05-07,2021.0,2021-05,2021.0,2021-Q3,2020-11-18,,2020-11-19,2020-12-07,2020-12-08,2020-12-10,2021-02-26,2021.0,2021-02,2021.0,2021-Q2,2021-02-19,,2021-03-24,,2021-04-22,2021-04-27,2021-04-27,2021-05-07,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,2.0,78.0,,,15.0,,,,,
12315,RO10110252RO10110252_27,TO3,TO3,Congo DRC,RO10110252,RO10110252_2,RO10110252,7,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,18720.0,5616.0,18720.0,0.0,5616.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-03-24,2021.0,2021-03,2021.0,2021-Q2,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-01-01,2021.0,2021-01,2021.0,2021-Q2,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-03-24,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-03-24,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,114.0,,AD012,"RDD is 1/1, original ADD was 5/2. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-39.0
12795,RO10110251RO10110251_28,TO3,TO3,Congo DRC,RO10110251,RO10110251_2,RO10110251,8,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,4320.0,1123.2,4320.0,0.0,1123.2,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-04-12,2021.0,2021-04,2021.0,2021-Q3,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-05-01,2021.0,2021-05,2021.0,2021-Q3,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-04-12,2021.0,2021-04,2021.0,2021-Q3,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-04-12,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,133.0,,AD012,"The waiver leadtime was shorter than usual, so PSM could deliver earlier",AGREED_DELIVERY_DATE,-20.0
12974,RO10102384RO10102384_12,TO3,TO3,Senegal,RO10102384,RO10102384_1,RO10102384,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,91.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,646400.0,568832.0,646400.0,0.0,568832.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-02-08,2021.0,2021-02,2021.0,2021-Q2,2021-02-08,2021.0,2021-02,2021.0,2021-Q2,2020-06-09,2020.0,2020-06,2020.0,2020-Q3,2020-12-31,2020.0,2020-12,2021.0,2021-Q1,2021-01-30,2021.0,2021-01,2021.0,2021 Q2,2021-02-08,2021.0,2021-02,2021.0,2021-Q2,,,2020-09-23,2020-11-04,2020-11-09,2020-11-09,2020-12-14,2020.0,2020-12,2021.0,2021-Q1,2020-12-17,,2020-12-21,,2021-01-15,2021-01-22,2021-01-22,2021-02-08,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,35.0,7.0,25.0,24.0,,,,,
13481,RO10082137RO10082137_825,TO3,TO3,Congo DRC,RO10082137,RO10082137_8,RO10082137,25,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,203.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,6000.0,5280.0,6000.0,0.0,5280.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-10,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2019-12-31,2019.0,2019-12,2020.0,2020-Q1,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-10,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-10,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,33.0,,AD012,"""RDD was 12/31/2019, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-49.0
