,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Country Registration Status,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
17937,RO10083320PO100151011,TO3,TO3,Liberia,RO10083320,PO10015101,PO10015101,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,154.0,Y,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,KANDLA,DAP,0.7759999999999999,0.78,400000.0,310400.0,400000.0,0.0,310400.0,11673.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-10-22,2020.0,2020-10,2021.0,2021-Q1,2020-09-21,2020.0,2020-09,2020.0,2020-Q4,2020-04-12,2020.0,2020-04,2020.0,2020-Q3,2020-05-29,2020.0,2020-05,2020.0,2020-Q3,2020-09-16,2020.0,2020-09,2020.0,2020 Q4,2020-09-21,2020.0,2020-09,2020.0,2020-Q4,2020-04-13,,2020-04-20,2020-05-11,2020-05-21,2020-05-21,2020-06-09,2020.0,2020-06,2020.0,2020-Q3,2020-06-26,2020-06-25,2020-06-30,,2020-07-21,2020-07-26,2020-07-26,2020-09-21,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,0.0,19.0,16.0,26.0,62.0,,AD012,This order was entered as an emergency order (see RO details).,AGREED_DELIVERY_DATE,-31.0
19521,RO10087282PO100140351,TO3,TO3,Haiti,RO10087282,PO10014035,PO10014035,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,217.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.7759999999999999,875000.0,679000.0,875000.0,0.0,679000.0,25306.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2020-07-31,2020.0,2020-07,2020.0,2020-Q4,2019-12-19,2019.0,2019-12,2020.0,2020-Q1,2020-07-15,2020.0,2020-07,2020.0,2020-Q4,2020-07-29,2020.0,2020-07,2020.0,2020 Q4,2020-07-31,2020.0,2020-07,2020.0,2020-Q4,2020-01-09,,,2020-02-03,2020-02-11,2020-02-12,2020-04-02,2020.0,2020-04,2020.0,2020-Q3,2020-05-11,2020-05-15,2020-05-15,,2020-06-11,2020-06-14,2020-06-14,2020-07-31,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,1.0,50.0,43.0,27.0,50.0,,AD012,"Stock was readily available at MP, and was released earlier to avoid covid-19 related logistics delays. Country accepted early delivery and remaining shelflife.",AGREED_DELIVERY_DATE,-47.0
19555,RO10111242PO100175121,TO3,TO3,Haiti,RO10111242,PO10017512,PO10017512,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,154.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.78,512500.0,397700.0,512500.0,0.0,397700.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-12.0,1.0,2,Delivered - On Time,2021-04-19,2021.0,2021-04,2021.0,2021-Q3,2021-04-19,2021.0,2021-04,2021.0,2021-Q3,2020-10-05,2020.0,2020-10,2021.0,2021-Q1,2021-03-15,2021.0,2021-03,2021.0,2021-Q2,2021-03-03,2021.0,2021-03,2021.0,2021 Q2,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,,,2020-10-05,2020-11-03,2020-11-12,2020-11-16,2020-12-14,2020.0,2020-12,2021.0,2021-Q1,2020-12-22,,2020-12-23,,2021-01-04,2021-01-08,2021-01-08,2021-04-07,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,28.0,,,93.0,,SD000,no delay expected,ESTIMATED_DELIVERY_DATE,355.0
20764,RO10100161PO100160731,TO3,TO3,Mali,RO10100161,PO10016073,PO10016073,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,280.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.78,119000.0,92344.0,119000.0,0.0,92344.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-13,2021.0,2021-04,2021.0,2021-Q3,2021-03-19,2021.0,2021-03,2021.0,2021-Q2,2020-05-17,2020.0,2020-05,2020.0,2020-Q3,2021-02-26,2021.0,2021-02,2021.0,2021-Q2,2021-01-28,2021.0,2021-01,2021.0,2021 Q2,2021-03-19,2021.0,2021-03,2021.0,2021-Q2,2020-05-20,,2020-05-27,2020-06-11,2020-07-07,2020-07-07,2020-08-24,2020.0,2020-08,2020.0,2020-Q4,2020-11-23,2020-11-12,2020-11-12,,2020-12-09,2020-12-14,2020-12-14,2021-03-19,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,0.0,48.0,80.0,27.0,100.0,,AD012,"RDD is 2/26, original ADD was 4/13.
The supplier could make the order available earlier than originally committed, and the importation waiver was received slightly faster than usual, and country was interested in receiving products closer to the RDD.",AGREED_DELIVERY_DATE,-25.0
20937,RO10098125PO100152671,TO3,TO3,Burundi,RO10098125,PO10015267,PO10015267,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,,5e-05,CBM,0.00869,KGM             ,317MISSION,,,,182.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.695,0.7,184000.0,127880.0,184000.0,0.0,127880.0,12482.88,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-11-26,2020.0,2020-11,2021.0,2021-Q1,2020-10-01,2020.0,2020-10,2021.0,2021-Q1,2020-05-08,2020.0,2020-05,2020.0,2020-Q3,2020-10-30,2020.0,2020-10,2021.0,2021-Q1,2020-09-12,2020.0,2020-09,2020.0,2020 Q4,2020-10-01,2020.0,2020-10,2021.0,2021-Q1,,,2020-05-12,2020-05-20,2020-05-28,2020-05-28,2020-07-09,2020.0,2020-07,2020.0,2020-Q4,2020-08-10,2020-07-24,2020-07-24,,2020-08-04,2020-08-10,2020-08-10,2020-10-01,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,42.0,15.0,11.0,58.0,,AD012,"original ADD was end of Nov, but products were needed asap in country to avoid stockout. MP could make supply available slightly earlier, and the importation waiver could be expedited in country",AGREED_DELIVERY_DATE,-56.0
21029,RO10087236PO100138211,TO3,TO3,Madagascar,RO10087236,PO10013821,PO10013821,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Other Non-Pharma,Medical Supplies,103696XUZ09C289,"Syringe, With Needle, 1 mL, 22G x 1.0 in, Auto-Disable, Sterile, Single Use, 100 Each                                           ",BOX,Each,100.0,,,,,KGM             ,317MISSION,,,,126.0,N,"Wuxi Yushou Medical Appliances Co. Ltd. (Supplier, Missionpharma)","Wuxi Yushou Medical Appliances Co. Ltd. No. 215 Xigang Road, Dongbeitang Town, Wuxi City, Jiangsu Province, China",CN,Missionpharma A/S,,FCA,DAP,4.5,4.5,9000.0,40500.0,9000.0,0.0,40500.0,18040.83,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-05-19,2020.0,2020-05,2020.0,2020-Q3,2020-05-04,2020.0,2020-05,2020.0,2020-Q3,2019-12-16,2019.0,2019-12,2020.0,2020-Q1,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-04-29,2020.0,2020-04,2020.0,2020 Q3,2020-05-04,2020.0,2020-05,2020.0,2020-Q3,,,,2020-01-09,2020-01-14,2020-01-14,2020-02-21,2020.0,2020-02,2020.0,2020-Q2,2020-02-10,2020-02-24,2020-02-26,,2020-03-12,2020-03-18,2020-03-18,2020-05-04,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,38.0,3.0,17.0,53.0,,AD012,Triclofem was needed asap in country to avoid stockout,AGREED_DELIVERY_DATE,-15.0
21192,RO10089182PO100141021,TO3,TO3,Burundi,RO10089182,PO10014102,PO10014102,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Other Non-Pharma,Medical Supplies,103696XUZ09C289,"Syringe, With Needle, 1 mL, 22G x 1.0 in, Auto-Disable, Sterile, Single Use, 100 Each                                           ",BOX,Each,100.0,,,,,KGM             ,317MISSION,,,,112.0,N,"Wuxi Yushou Medical Appliances Co. Ltd. (Supplier, Missionpharma)","Wuxi Yushou Medical Appliances Co. Ltd. No. 215 Xigang Road, Dongbeitang Town, Wuxi City, Jiangsu Province, China",CN,Missionpharma A/S,,FCA,DDP,5.0,5.0,1000.0,5000.0,1000.0,0.0,5000.0,7470.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-06-09,2020.0,2020-06,2020.0,2020-Q3,2020-05-16,2020.0,2020-05,2020.0,2020-Q3,2019-10-01,2019.0,2019-10,2020.0,2020-Q1,2020-03-30,2020.0,2020-03,2020.0,2020-Q2,2020-05-19,2020.0,2020-05,2020.0,2020 Q3,2020-05-16,2020.0,2020-05,2020.0,2020-Q3,,,2020-02-03,2020-02-13,2020-02-18,2020-02-18,2020-03-17,2020.0,2020-03,2020.0,2020-Q2,2020-03-16,2020-03-13,2020-03-17,,2020-04-16,2020-04-19,2020-04-19,2020-05-16,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,15.0,0.0,28.0,-4.0,34.0,30.0,,AD012,Products were needed asap to avoid stockout in April/May following an increase of consumption.,AGREED_DELIVERY_DATE,-24.0
23925,RO10084322PO100138201,TO3,TO3,Malawi,RO10084322,PO10013820,PO10013820,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,154.0,Y,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.6825,0.69,900000.0,614250.0,900000.0,0.0,614250.0,43790.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-06-10,2020.0,2020-06,2020.0,2020-Q3,2020-07-20,2020.0,2020-07,2020.0,2020-Q4,2019-11-18,2019.0,2019-11,2020.0,2020-Q1,2020-01-31,2020.0,2020-01,2020.0,2020-Q2,2020-07-08,2020.0,2020-07,2020.0,2020 Q4,2020-07-20,2020.0,2020-07,2020.0,2020-Q4,,,,2020-01-06,2020-01-08,2020-01-08,2020-02-21,2020.0,2020-02,2020.0,2020-Q2,2020-02-24,2020-02-24,2020-02-24,,2020-04-29,2020-05-11,2020-05-11,2020-07-20,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,44.0,3.0,65.0,82.0,,AD070,"This order is impacted by covid-19 (logistics), ADD was put at 1/2099 until final delivery, which took place on 7/20; ADD is therefore now updated to 7/20.",AGREED_DELIVERY_DATE,-28654.0
24721,RO10088155PO100145192,TO3,TO3,Uganda,RO10088155,PO10014519,PO10014519,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,161.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.78,394500.0,306132.0,394500.0,0.0,306132.0,16584.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-13.0,1.0,2,Delivered - On Time,2020-08-31,2020.0,2020-08,2020.0,2020-Q4,2020-08-31,2020.0,2020-08,2020.0,2020-Q4,2020-01-08,2020.0,2020-01,2020.0,2020-Q2,2020-08-31,2020.0,2020-08,2020.0,2020-Q4,2020-08-18,2020.0,2020-08,2020.0,2020 Q4,2020-08-18,2020.0,2020-08,2020.0,2020-Q4,,,2020-02-19,2020-03-12,2020-03-13,2020-03-13,2020-04-22,2020.0,2020-04,2020.0,2020-Q3,2020-05-11,2020-05-11,2020-05-11,,2020-06-09,2020-06-13,2020-06-13,2020-08-18,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,23.0,0.0,40.0,19.0,29.0,70.0,,SD000,Missionpharma expedited to accommodate projected logistics delays that could risk in country stock levels. Their efforts while working on a skeleton crew are noted and appreciated.,CHANGE_ORDER_DATE,
24778,RO10084219PO100140211,TO3,TO3,Angola,RO10084219,PO10014021,PO10014021,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317CORE,,,,154.0,Y,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,CPT,0.7759999999999999,0.7,540000.0,419040.0,540000.0,0.0,419040.0,26161.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-4.0,1.0,2,Delivered - On Time,2020-07-13,2020.0,2020-07,2020.0,2020-Q4,2020-07-13,2020.0,2020-07,2020.0,2020-Q4,2019-10-31,2019.0,2019-10,2020.0,2020-Q1,2020-01-31,2020.0,2020-01,2020.0,2020-Q2,2020-07-09,2020.0,2020-07,2020.0,2020 Q4,2020-07-09,2020.0,2020-07,2020.0,2020-Q4,,2019-10-31,,2019-11-20,2020-02-10,2020-02-10,2020-04-27,2020.0,2020-04,2020.0,2020-Q3,2020-05-17,2020-05-15,2020-04-28,,2020-05-07,2020-05-10,2020-05-10,2020-07-09,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,77.0,18.0,-8.0,63.0,,SD000,Revised documents and repacking made available April 27th after substantial effort to expedite from Missionpharma,ESTIMATED_DELIVERY_DATE,
25310,RO10083361PO100131431,TO3,TO3,Uganda,RO10083361,PO10013143,PO10013143,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,182.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.6825,0.7,452000.0,308490.0,452000.0,0.0,308490.0,18139.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,2.0,1.0,2,Delivered - On Time,2020-05-05,2020.0,2020-05,2020.0,2020-Q3,2020-05-05,2020.0,2020-05,2020.0,2020-Q3,2019-10-18,2019.0,2019-10,2020.0,2020-Q1,2020-04-30,2020.0,2020-04,2020.0,2020-Q3,2020-04-15,2020.0,2020-04,2020.0,2020 Q3,2020-05-07,2020.0,2020-05,2020.0,2020-Q3,2019-10-18,,2019-10-18,2019-11-01,2019-11-05,2019-11-05,2019-12-06,2019.0,2019-12,2020.0,2020-Q1,2020-01-10,2020-01-10,2020-01-10,,2020-03-02,2020-03-07,2020-03-07,2020-05-07,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,31.0,35.0,52.0,66.0,,SD000,no delay,CHANGE_ORDER_DATE,
26040,RO10082159PO100173771,TO3,TO3,Mozambique,RO10082159,PO10017377,PO10017377,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,133.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DAP,0.7759999999999999,0.78,744000.0,577344.0,744000.0,0.0,577344.0,,Y,N,N,N,Not On Time In Full,Not On Time In Full,Not On Time In Full,<-14,-28367.0,1.0,2,Delivered - Early,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2099-01-01,2099.0,2099-01,2099.0,2099-Q2,2019-09-11,2019.0,2019-09,2019.0,2019-Q4,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2021-03-24,2021.0,2021-03,2021.0,2021 Q2,2021-05-03,2021.0,2021-05,2021.0,2021-Q3,,2019-09-12,2019-09-19,2020-10-29,2020-10-30,2020-11-02,2020-12-01,2020.0,2020-12,2021.0,2021-Q1,2020-12-11,2020-12-10,2020-12-13,,2021-02-09,2021-02-12,2021-02-12,2021-05-03,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,407.0,3.0,29.0,9.0,61.0,83.0,,AD070,"This order was impacted by covid-19 (logistics), ADD is put at 1/1/2099 before being aligned with actual delivery date.",AGREED_DELIVERY_DATE,28400.0
26201,RO10087236PO100138222,TO3,TO3,Madagascar,RO10087236,PO10013822,PO10013822,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,,5e-05,CBM,0.00869,KGM             ,317MISSION,,,,126.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DAP,0.6135,0.0,900000.0,552150.0,900000.0,0.0,552150.0,17252.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,1.0,1.0,2,Delivered - On Time,2020-05-19,2020.0,2020-05,2020.0,2020-Q3,2020-05-03,2020.0,2020-05,2020.0,2020-Q3,2019-12-16,2019.0,2019-12,2020.0,2020-Q1,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-05-08,2020.0,2020-05,2020.0,2020 Q3,2020-05-04,2020.0,2020-05,2020.0,2020-Q3,,,,2020-01-09,2020-01-14,2020-01-14,2020-02-21,2020.0,2020-02,2020.0,2020-Q2,2020-02-24,2020-02-24,2020-02-26,,2020-03-16,2020-03-26,2020-03-26,2020-05-04,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,38.0,3.0,21.0,49.0,,AD012,Triclofem was needed asap in country to avoid stockout.,AGREED_DELIVERY_DATE,-1.0
26380,RO10076148PO100117793,TO3,TO3,Madagascar,RO10076148,PO10011779,PO10011779,3,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,,5e-05,CBM,0.00869,KGM             ,317CORE,,,,189.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DAP,0.619,0.62,407000.0,251933.0,407000.0,0.0,251933.0,10820.56,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2019-12-04,2019.0,2019-12,2020.0,2020-Q1,2019-11-07,2019.0,2019-11,2020.0,2020-Q1,2019-05-16,2019.0,2019-05,2019.0,2019-Q3,2019-06-28,2019.0,2019-06,2019.0,2019-Q3,2019-11-03,2019.0,2019-11,2020.0,2020 Q1,2019-11-07,2019.0,2019-11,2020.0,2020-Q1,,,2019-05-16,2019-05-22,2019-05-29,2019-05-29,2019-07-01,2019.0,2019-07,2019.0,2019-Q4,2019-08-23,2019-08-26,2019-08-27,,2019-09-16,2019-09-19,2019-09-19,2019-11-07,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,33.0,56.0,21.0,52.0,,AD012,"the supplier could release production earlier than initially planned, and country is interested in getting products closer to the RDD.",AGREED_DELIVERY_DATE,-27.0
