,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Country Registration Status,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
15927,RO101191461,TO3,TO3,Rwanda,RO10119146,,RO10119146,1,RO Clarified,GSC,,Direct Drop,,Implantable Contraceptives,Contraceptive Implants,100129GYV01S,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,,,,,,Mission Commodity Funding,Family Planning and Reproduction,Population TO3,,N,,,,,,,DDP,8.5,8.5,125064.0,1063044.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-02,2021.0,2021-03,2021.0,2021-Q2,2021-11-30,2021.0,2021-11,2022.0,2022-Q1,,,,,,,,,,,2021-03-03,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
16167,RO1012013025,TO3,TO3,Bangladesh,RO10120130,,RO10120130,25,Pending USAID Approval,GSC,,Direct Drop,Land,Other Non-Pharma,Medical Supplies,104353XUZ09C3K9,"Syringe, With Needle, 2 mL, 24G x 1.0 in, Auto-Disable, Sterile, Fixed Needle, Individually Packaged, 100 Each                  ",PKG,Each,100.0,Registered,0.0052,CBM,0.865,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,154.0,Y,Hindustan Syringes and Medical Devices,"174, 178/25 Ballabgarh, Faridabad, Haryana, India 121004",IN,Incepta Pharmaceuticals Ltd,Bangladesh,,DAP,7.0,7.0,1440.0,10080.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-11,2021.0,2021-03,2021.0,2021-Q2,2021-07-31,2021.0,2021-07,2021.0,2021-Q4,,,,,,,,,,,,,,2021-05-05,2021-05-06,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
16770,RO101231311,TO3,TO3,Burkina Faso,RO10123131,,RO10123131,1,RO Sent to Plan for Fulfillment Method Decision,GSC,,Direct Drop,,Implantable Contraceptives,Contraceptive Implants,100130GYV01S,"Levonorgestrel 75 mg/Rod w/ Trocar, 5 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DDP,8.5,8.5,41400.0,351900.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-04-23,2021.0,2021-04,2021.0,2021-Q3,2021-11-30,2021.0,2021-11,2022.0,2022-Q1,,,,,,,,,,,,2021-05-04,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
17460,RO10118176PO100181961,TO3,TO1,Burkina Faso,RO10118176,PO10018196,PO10018196,1,Shipment Actual Pickup,GSC,Purchase Order,Direct Drop,Sea,Condoms,Male Condoms,100128XXA0H90AH,"Male Condom (Latex) Lubricated, No Logo, 53 mm, 4320 Pieces                                                                     ",CAS,Piece,4320.0,,0.08,CBM,14.5,KGM             ,,HIV/AIDS,Mission Commodity Funding,WARO Population Condoms TO3,168.0,N,Thai Nippon Rubber Industry Ltd.,"Factory 2 - Pinthong Industrial Estate, 789/139 Moo 1 Nonghkam, Sriracha, Chonbury, Thailand 20110",TH,Thai Nippon Rubber Industry Ltd.,Thailand,FCA,DAP,125.0,125.0,504.0,63000.0,504.0,0.0,63000.0,,Y,,,,,,,,,1.0,0,Undelivered,2021-07-27,2021.0,2021-07,2021.0,2021-Q4,2021-07-27,2021.0,2021-07,2021.0,2021-Q4,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2021-06-30,2021.0,2021-06,2021.0,2021 Q3,,,,,,,,,2021-02-08,2021-02-09,2021-02-09,2021-03-05,2021.0,2021-03,2021.0,2021-Q2,2021-04-05,2021-04-08,,,2021-05-04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,24.0,34.0,26.0,,,SD000,"Order QA sampled 4/1 for testing, however Shipping Docs delayed until 4/8, so AGAD set to 4/8",CHANGE_ORDER_DATE,
17473,RO101181401,TO3,TO3,Senegal,RO10118140,,RO10118140,1,RO on Hold – Pre-RFx/Pre-Allocation Stage,GSC,,Direct Drop,,Injectable Contraceptives,Injectable Contraceptives,100031GNE06D,"Depot (SC) Medroxyprogesterone Acetate 104 mg/0.65 mL, Pre-Filled Uniject Device, 1 Syringe                                     ",UNT,Syringe,1.0,,,,,,,Mission Commodity Funding,Family Planning and Reproduction,,,N,,,,,,,DAP,0.85,0.85,37800.0,32130.0,,0.0,,,,,,,,,,,,,0,On Hold,,,,,,,,,,,2021-01-15,2021.0,2021-01,2021.0,2021-Q2,2021-12-31,2021.0,2021-12,2022.0,2022-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,118.0,0.0,0.0,0.0,0.0,118.0,,,,,,,,,,,,
17728,RO101191452,TO3,TO3,Rwanda,RO10119145,,RO10119145,2,Pending Recipient Approval,GSC,,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,0,7.361e-05,CBM,0.00778,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,56.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DDP,0.3,0.3,84240.0,25272.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-02,2021.0,2021-03,2021.0,2021-Q2,2021-08-31,2021.0,2021-08,2021.0,2021-Q4,,,,,,,,,,,2021-03-03,2021-03-04,,2021-05-10,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,
17905,RO10097108PO100180942,TO3,TO3,Tanzania,RO10097108,PO10018094,PO10018094,2,Order Released for Fulfillment,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W14K,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,,,,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,343.0,N,Mylan Laboratories Limited,"Plot 1606 to 1609 G.I.D.C., Sarigam, India",IN,Mylan Laboratories Limited,India,FCA,DAP,0.21,0.21,1359792.0,285556.32,,0.0,,,,,,,,,,,,,0,Undelivered,2022-01-14,2022.0,2022-01,2022.0,2022-Q2,2022-01-14,2022.0,2022-01,2022.0,2022-Q2,2020-05-04,2020.0,2020-05,2020.0,2020-Q3,2021-11-30,2021.0,2021-11,2022.0,2022-Q1,2022-01-14,2022.0,2022-01,2022.0,2022 Q2,,,,,,,,2020-05-26,2021-01-29,2021-01-29,2021-02-05,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,2021-09-07,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,248.0,7.0,61.0,,,,,SD000,no delay expected.,ESTIMATED_DELIVERY_DATE,
18900,RO1012013027,TO3,TO3,Bangladesh,RO10120130,,RO10120130,27,Pending USAID Approval,GSC,,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,Registered,5e-05,CBM,0.0125,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,154.0,Y,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,,DAP,0.53,0.53,144000.0,76320.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-11,2021.0,2021-03,2021.0,2021-Q2,2021-07-31,2021.0,2021-07,2021.0,2021-Q4,,,,,,,,,,,,,,2021-05-05,2021-05-06,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
20751,RO1012013024,TO3,TO3,Bangladesh,RO10120130,,RO10120130,24,Pending USAID Approval,GSC,,Direct Drop,Land,Other Non-Pharma,Medical Supplies,104353XUZ09C3K9,"Syringe, With Needle, 2 mL, 24G x 1.0 in, Auto-Disable, Sterile, Fixed Needle, Individually Packaged, 100 Each                  ",PKG,Each,100.0,Registered,0.0052,CBM,0.865,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,203.0,Y,Hindustan Syringes and Medical Devices,"174, 178/25 Ballabgarh, Faridabad, Haryana, India 121004",IN,Incepta Pharmaceuticals Ltd,Bangladesh,,DAP,7.0,7.0,6480.0,45360.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-11,2021.0,2021-03,2021.0,2021-Q2,2021-09-30,2021.0,2021-09,2021.0,2021-Q4,,,,,,,,,,,,,,2021-05-05,2021-05-06,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
20997,RO101182122,TO3,TO3,Uganda,RO10118212,,RO10118212,2,Order Confirmed,GSC,,RDC,Air,Implantable Contraceptives,Contraceptive Implants,100130GYV01S08P,"Levonorgestrel 75 mg/Rod w/ Trocar, 5 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,0,0.00014199999999999998,CBM,0.0217,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,84.0,N,Bayer Schering Pharma Oy,"Pansiontie 47, FI-20210, Turku, Finland",FI,Bayer AG,Belgium,,DDP,8.5,8.5,81300.0,691050.0,,0.0,,,,,,,,,,,,,0,Undelivered,2021-10-31,2021.0,2021-10,2022.0,2022-Q1,2021-10-31,2021.0,2021-10,2022.0,2022-Q1,2021-01-28,2021.0,2021-01,2021.0,2021-Q2,2021-10-31,2021.0,2021-10,2022.0,2022-Q1,,,,,,,,,,,2021-02-03,2021-02-03,,2021-03-01,2021-03-02,2021-03-02,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,0.0,,,,,,,,,
22084,RO101211202,TO3,TO3,Nepal,RO10121120,,RO10121120,2,Sourcing Order Item Split,GSC,,Direct Drop,,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DDP,0.88,0.88,1.0,0.88,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-25,2021.0,2021-03,2021.0,2021-Q2,2021-07-23,2021.0,2021-07,2021.0,2021-Q4,,,,,,,,,,,,2021-04-08,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
23379,RO101231971,TO3,TO3,Mozambique,RO10123197,,RO10123197,1,Pending PSM Source Processing,GSC,,Direct Drop,,Injectable Contraceptives,Injectable Contraceptives,100031GNE06D,"Depot (SC) Medroxyprogesterone Acetate 104 mg/0.65 mL, Pre-Filled Uniject Device, 1 Syringe                                     ",UNT,Syringe,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DAP,0.85,0.85,378400.0,321640.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-05-12,2021.0,2021-05,2021.0,2021-Q3,2021-11-30,2021.0,2021-11,2022.0,2022-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
23823,RO1012013016,TO3,TO3,Bangladesh,RO10120130,,RO10120130,16,Pending USAID Approval,GSC,,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,Registered,5e-05,CBM,0.0125,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,203.0,Y,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,,DAP,0.53,0.53,648000.0,343440.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-11,2021.0,2021-03,2021.0,2021-Q2,2021-09-30,2021.0,2021-09,2021.0,2021-Q4,,,,,,,,,,,,,,2021-05-05,2021-05-06,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
24854,RO101211201,TO3,TO3,Nepal,RO10121120,,RO10121120,1,Sourcing Order Item Split,GSC,,Direct Drop,,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DDP,0.88,0.88,1360000.0,1196800.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-25,2021.0,2021-03,2021.0,2021-Q2,2021-07-23,2021.0,2021-07,2021.0,2021-Q4,,,,,,,,,,,,2021-04-08,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
25332,RO101212766,TO3,TO3,Bangladesh,RO10121276,,RO10121276,6,Pending USAID Approval,GSC,,Direct Drop,Land,Other Non-Pharma,Medical Supplies,104353XUZ09C3K9,"Syringe, With Needle, 2 mL, 24G x 1.0 in, Auto-Disable, Sterile, Fixed Needle, Individually Packaged, 100 Each                  ",PKG,Each,100.0,Registered,0.0052,CBM,0.865,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,287.0,Y,Hindustan Syringes and Medical Devices,"174, 178/25 Ballabgarh, Faridabad, Haryana, India 121004",IN,Incepta Pharmaceuticals Ltd,Bangladesh,,DAP,7.0,7.0,7056.0,49392.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-04-16,2021.0,2021-04,2021.0,2021-Q3,2021-09-30,2021.0,2021-09,2021.0,2021-Q4,,,,,,,,,,,,,,2021-05-05,2021-05-06,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
25967,RO101231501,TO3,TO3,Tanzania,RO10123150,,RO10123150,1,Pending PSM Source Processing,GSC,,Direct Drop,,Progestin Only Pills,Oral Contraceptives,100025AOB09W,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population,,N,,,,,,,DAP,0.3,0.3,437760.0,131328.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-04-27,2021.0,2021-04,2021.0,2021-Q3,2022-02-28,2022.0,2022-02,2022.0,2022-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
28705,RO101183132,TO3,TO3,Burundi,RO10118313,,RO10118313,2,Pending USAID Approval,GSC,,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,0,7.5e-05,CBM,0.00927,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,98.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DDP,0.36,0.36,271440.0,97718.4,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-02-09,2021.0,2021-02,2021.0,2021-Q2,2021-07-30,2021.0,2021-07,2021.0,2021-Q4,,,,,,,,,,,,,,2021-05-10,2021-05-11,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
29135,RO101231441,TO3,TO3,Ghana,RO10123144,,RO10123144,1,RO Sent to Sourcing for RFx Event,GSC,,Direct Drop,,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DDP,0.88,0.88,362000.0,318560.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-04-26,2021.0,2021-04,2021.0,2021-Q3,2021-11-30,2021.0,2021-11,2022.0,2022-Q1,,,,,,,,,,,,,2021-04-29,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
29302,RO1012013026,TO3,TO3,Bangladesh,RO10120130,,RO10120130,26,Pending USAID Approval,GSC,,Direct Drop,Land,Other Non-Pharma,Medical Supplies,104353XUZ09C3K9,"Syringe, With Needle, 2 mL, 24G x 1.0 in, Auto-Disable, Sterile, Fixed Needle, Individually Packaged, 100 Each                  ",PKG,Each,100.0,Registered,0.0052,CBM,0.865,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,175.0,Y,Hindustan Syringes and Medical Devices,"174, 178/25 Ballabgarh, Faridabad, Haryana, India 121004",IN,Incepta Pharmaceuticals Ltd,Bangladesh,,DAP,7.0,7.0,5040.0,35280.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-11,2021.0,2021-03,2021.0,2021-Q2,2021-08-31,2021.0,2021-08,2021.0,2021-Q4,,,,,,,,,,,,,,2021-05-05,2021-05-06,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
29555,RO101231961,TO3,TO3,Mozambique,RO10123196,,RO10123196,1,Pending PSM Source Processing,GSC,,Direct Drop,,Injectable Contraceptives,Injectable Contraceptives,100031GNE06D,"Depot (SC) Medroxyprogesterone Acetate 104 mg/0.65 mL, Pre-Filled Uniject Device, 1 Syringe                                     ",UNT,Syringe,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DAP,0.85,0.85,567400.0,482290.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-05-12,2021.0,2021-05,2021.0,2021-Q3,2021-11-30,2021.0,2021-11,2022.0,2022-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
30171,RO10118179PO100184972,TO3,TO3,Afghanistan,RO10118179,PO10018497,PO10018497,2,Order Released for Fulfillment,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOC09W2E7,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle                                          ",UNT,Cycle,1.0,,,,,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,427.0,N,Mylan Laboratories Limited,"Plot 1606 to 1609 G.I.D.C., Sarigam, India",IN,Mylan laboratories Limited,India,FCA,DAP,0.26,0.26,1500336.0,390087.36,,0.0,,,,,,,,,,,,,0,Undelivered,2022-05-09,2022.0,2022-05,2022.0,2022-Q3,2022-05-09,2022.0,2022-05,2022.0,2022-Q3,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,2021-04-30,2021.0,2021-04,2021.0,2021-Q3,2022-05-09,2022.0,2022-05,2022.0,2022 Q3,,,,,,,,,2021-03-04,2021-03-04,2021-03-08,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,2021-08-20,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,30.0,,,,,SD000,No delay expected.,ESTIMATED_DELIVERY_DATE,
